Organization,Year,Month,Request Number,Summary,Disposition,Number of Pages
Immigration and Refugee Board of Canada,2013,11,A-2013-01017,"Concerning Member Winston Lim of the RPD, IRB: Number of claims for refugee protection heard and decided for claimants who arrived on the MV Sun Sea; number of positive and negative decisions rendered, etc.",All disclosed,4
Immigration and Refugee Board of Canada,2013,11,A-2013-01033,"Camping Caravelle Inc. (NEQ 1148142418) 1. Any amounts, charges, premiums or deductions owed to the Board; 2. Any pending complaints before the Board; and 3. Any civil claims or penal complaints made before any tribunals, and so on.",Does not exist,0
Immigration and Refugee Board of Canada,2013,11,A-2013-01034,Statistics pertaining to Polish Roma from January-December 2011 (decisions reached and reason for seeking protection).,All disclosed,1
Immigration and Refugee Board of Canada,2013,11,A-2013-01055,"The rate of allowed and rejected refugee protection claims for each member in Montréal for the period of January 2013 to October 18, 2013.",All disclosed,1
Immigration and Refugee Board of Canada,2013,11,A-2013-01056,"The rate of allowed and rejected refugee protection claims by country for Montréal for the period of January 2013 to October 18, 2013.",All disclosed,6
Immigration and Refugee Board of Canada,2013,11,A-2013-01061,The topics of training given to RPD members in Montréal since January 2013.,All disclosed,14
Immigration and Refugee Board of Canada,2013,11,A-2013-01062,"A listing of all refugee protection cases handled by attorney Howard P. Eisenberg, as well as the disposition/outcome of each one.",All disclosed,43
Immigration and Refugee Board of Canada,2013,11,A-2013-01102,"Any documents and tables containing statistics on the number of refugee protection claims made in the “particular social group – sexual orientation” category, for the period of January 1 to September 30, 2013.",All disclosed,1
Immigration and Refugee Board of Canada,2013,11,A-2013-01103,"Request for all briefing notes/memos from Jan 1, 2013 to present, sent to the Chair of the IRB that relates to the issue of interpretation errors during IRB hearings (all divisions) and the search for qualified interpreters.",Does not exist,0
Immigration and Refugee Board of Canada,2013,11,A-2013-01106,"A list of the number of refugee claims referred to the IRB from January 1, 2010 to December 31, 2012, broken down by claimants and home postal code.",All disclosed,1286
Immigration and Refugee Board of Canada,2013,11,A-2013-01150,"Statistics broken down by quarter of application (Jan 2003 to end of Sept 2013) and by country of origin, for the number of applications and the outcomes of applications brought by the Minister to vacate and cessate refugee protection.",All disclosed,33
Immigration and Refugee Board of Canada,2013,10,A-2013-00033,"All internal and external correspondence and related documents concerning the recording, management, analysis, correction and transmission of data and statistics on refugee claim referrals and outcomes for purposes of the designation of countries of origin (2010 to present).",Disclosed in part,684
Immigration and Refugee Board of Canada,2013,10,A-2013-00285,"I am seeking copies of all memos, reports, and briefing notes prepared for the Chairperson of the Immigration and Refugee Board relating to the MV Sun Sea, which arrived in British Columbia in August 2010. (June 2, 2011 to the present.)",Disclosed in part,"1,058"
Immigration and Refugee Board of Canada,2013,10,A-2013-00352,"Please provide an update to Access to Information Request # A-2011-00094 namely: A list of countries and the inadmissibility grounds/allegations under 34.1 of IRPA, continuing from the last day on which data was provided.",Disclosed in part,721
Immigration and Refugee Board of Canada,2013,10,A-2013-00688,1- Contract terms of members of RPD and members of legacy initiative. 2- Monitoring of members of RPD and members of legacy initiative.,All Disclosed,30
Immigration and Refugee Board of Canada,2013,10,A-2013-00711,"Three separate lists of principal claimant final RPD decisions decided between January 1, 2003 and December 31, 2012 where the claim involved: (1) gender-based persecution, (2) domestic violence, and (3) sexual orientation. In each of these three lists please provide the RPD number, the country of origin, the date of the decision, and the outcome.",All Disclosed,"2,040"
Immigration and Refugee Board of Canada,2013,10,A-2013-00770,All Task Based Professional Services (TSPS) Supply Arrangement (SA) and Standing Offer (SO) contracts and all Task Based Informatics Professional Services (TBIPS) Standing Offer and Supply Arrangement contracts issues in the National Capital. (April-June 2013.),Disclosed in part,1
Immigration and Refugee Board of Canada,2013,10,A-2013-01005,"Photocopies of the original Deportation Orders of the Immigration and Refugee Board of Canada with any related Reasons for Decision and any other publicly available documentation on file relating to Jaspal Kaur Grewal - File: 0001-B2-00925, and Harjinder Kaur Grewal - File: 0001-B2-00924.",All Disclosed,12
Immigration and Refugee Board of Canada,2013,10,A-2013-01025,"A list for each refugee claimant, including both principal applicants and associated applicants, whose refugee claim was decided between Jan 1 2003 and Dec 31 2012: (a) RPD File Number; (b) Gender; (c) Year of Birth; (d) whether the claimant was an unaccompanied minor; and (e) whether the claimant had a designated representative.",All Disclosed,"12,974"
Immigration and Refugee Board of Canada,2013,10,A-2013-01035,"I would like to obtain financial documents with information on the total cost of operations for the Ottawa office for the following fiscal years: 2007–08, 2008–09, 2009–10, 2010–11 and 2011–12.",All Disclosed,1
Immigration and Refugee Board of Canada,2013,09,A-2013-00490,A list of all case file numbers and copies of previously sanitized reasons for decision of the RPD in which the applicability of article 1F(b) is adjudicated and the exclusion clause is applied (from 2010 to present).,All Disclosed,478
Immigration and Refugee Board of Canada,2013,09,A-2013-00611,"All details pertaining to your Active Photocopier Lease Agreements. Outside NCR: Equipment Type (Make & Model), Lease Expiry Date.  Inside NCR: Equipment Type (Make & Model), Lease Expiry Date, Lease Start Date. All information pertaining to the purchase of printers, scanners and fax machines within the last 4 years.",Disclosed in part,158
Immigration and Refugee Board of Canada,2013,09,A-2013-00771,"All Temporary Help Services Supply Arrangement  and Standing Offer call-ups issued in the National Capital region for the months of April, May and June, 2013.",Disclosed in part,8
Immigration and Refugee Board of Canada,2013,08,A-2013-00381,"Any materials relating to Board Members' training under the new refugee determination process implemented December 15th, 2012 under the Balanced Refugee Reform Act and the Protecting Canada's Immigration System Act.",Disclosed in part,114
Immigration and Refugee Board of Canada,2013,08,A-2013-00488,"Copies of the written negative decisions for the following cases: TA8-16006, TB2-00090, TA8-00756, TA8-03025, TA8-14907, TA8-19367, TA9-17713, TB0-03189, TB0-08672, TB0-12849, TB0-13442, TB0-14020, TB0-14021, TB0-14935, TB1-01362, TB1-03777, TB1-08585, TB1-08642, TB1-08940, TB1-09675, TB1-09949, TB1-10531, TB1-13591, TB1-14135, VA9-06087.",Disclosed in part,165
Immigration and Refugee Board of Canada,2013,08,A-2013-00580,"A complete copy of a letter described in IRBDC info request RWA104466.F as: [translation] ""Lawyer. Kigali. June 18, 2013. Correspondence sent to the Research Directorate"".",All disclosed,6
Immigration and Refugee Board of Canada,2013,08,A-2013-00592,"I would like information regarding the number of sponsorship appeals that were appealed since May 2012 in Ottawa, the number of appeals that have had an ADR hearing or full hearing so far, and the number of these appeals resolved to date.",All disclosed,1
Immigration and Refugee Board of Canada,2013,07,A-2013-00202,Copies of all the Refugee Protection Division's negative decisions (i.e. refused on the merits) from January 2009 to December 2012 for Croatian claimants.,Disclosed in part,"1,080"
