Organisation,Annee,Mois,Numero de la demande,Sommaire de la demande,Disposition,Nombre de pages
Transports Canada,2014,02,A-2013-00593,Tous les documents sur un programme de prévention des risques au sein de Marine Atlantique S.C.C. et les discussions entre les employés de Transports Canada et de Marine Atlantique S.C.C. depuis le 1er janvier 2012.,Communication partielle,407
Transports Canada,2014,02,A-2013-00603,"Tous les renseignements que possède Transports Canada concernant le parc éolien Fairview qui est aménagé par WPD Canada Corporation dans le canton de Clearview, en Ontario.",Communication partielle,78
Transports Canada,2014,02,A-2013-00663,Rapports traitant du tronçon de la Gaspésie Matapédia Gaspé.,Aucune communication (exemption),0
Transports Canada,2014,02,A-2013-00665,"Toutes les communications concernant Milford Bay, au Lac Muskoka, en Ontario, entre le 1er octobre 2012 et le 22 octobre 2013.",Communication partielle,202
Transports Canada,2014,02,A-2013-00700,Purge de l’eau de cale effectuée par un bâtiment.,Communication partielle,19
Transports Canada,2014,02,A-2013-00704,Dossier de plainte publique no 2009 0972 provenant du système de plaintes du public concernant les défauts des véhicules automobiles.,Communication partielle,76
Transports Canada,2014,02,A-2013-00719,La demande faite par Montreal Maine & Atlantic Railway Ltd. permettant un seul employé à bord.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00723,L'avis émis par Transports Canada qu'une telle demande a été faite par Montreal Maine & Atlantic.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00724,Les commentaires des intervenants ou parties à ce dossier de demande par Montreal Maine & Atlantic.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00725,Conditions imposées par Transports Canada permettant l'exploitation avec un seul ingénieur à bord d'un train.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00726,Décision accordant l'exemption à la Montreal Maine & Atlantic.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00731,Mises en accusation déposées par Transports Canada à l'égard de Montreal Maine & Atlantic.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00736,Construction de bâtiments et structures à proximité d'un chemin de fer.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00737,Construction de bâtiments et structures à proximité ou dans le voisinage d'un chemin de fer.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00762,Collision d’un bâtiment avec une petite île sur la rive sud du Lac Wahnapitae près de Red Rock Point.,Communication partielle,20
Transports Canada,2014,02,A-2013-00773,"Tous documents de nature environnementale (ex : études géotechniques, rapport d’inspection de salubrité ou contamination du sol) pour un terrain qui a été la propriété de la Couronne de 1969 à 1981.",Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00814,"Bases de données contenant toute donnée du 1er janvier 2000 à la date de la réception de la présente demande concernant des incidents de sécurité mettant en cause des passagers ou le transport ferroviaire de marchandises, y compris des accidents, des collisions, des déversements, des explosions, des déraillements, des fuites, etc.",Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00818,Conformité de Chemin de fer Canadien Pacifique Limitée ou de la Compagnie des chemins de fer nationaux du Canada dans le cadre de leurs activités ferroviaires aux États-Unis avec les règlements de 2007-2008 sur l’acheminement des marchandises dangereuses par train de façon sécuritaire et sûre en vertu de la Public Law 110 53 de 2007 des États-Unis.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00840,"Transfert des ponts Champlain, Jacques Cartier et Honoré Mercier au gouvernement du Québec.",Aucune communication (exclusion),0
Transports Canada,2014,02,A-2013-00875,Liste des notes d’information et des notes de service à l’intention du Ministre pour le mois de décembre 2013.,Communication partielle,4
Transports Canada,2014,02,A-2013-00878,Proposition visant à modifier le Règlement d’exploitation ferroviaire du Canada pour permettre des manœuvres ferroviaires par une seule personne.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00879,Rapports des systèmes de gestion de la sécurité canadiens pour 2009.,Communication partielle,59
Transports Canada,2014,02,A-2013-00880,Capture d’écran du formulaire 1 pour le dossier no K023395 tirée du Registraire des véhicules importés (RVI).,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00882,Processus d’embauche pour les postes GT 06 et TI 06 à Transports Canada.,Communication totale,1
Transports Canada,2014,02,A-2013-00887,"Document intitulé « Examen des inspecteurs techniques nationaux de l’Aviation civile, et dossiers connexes.",Communication totale,6
Transports Canada,2014,02,A-2013-00894,Notes de breffage transmises au ministre des Transports du Canada du 1 décembre 2013 au 17 janvier 2014.,Communication partielle,7
Transports Canada,2014,02,A-2013-00900,Veuillez fournir une liste des notes d’information et des notes destinées à la période de questions du 1er septembre au 31 octobre 2013.,Communication partielle,38
Transports Canada,2014,02,A-2013-00904,Liste des notes d’information et des notes destinées à la période de questions du 1er novembre au 31 décembre 2013.,Communication partielle,7
Transports Canada,2014,02,A-2013-00907,"Titres des notes d’information et des notes de service transférées en décembre 2013 au sous-ministre, au ministre et aux membres du personnel exonéré du Cabinet.",Communication partielle,10
Transports Canada,2014,02,A-2013-00908,"Documents portant sur les politiques, les lignes directrices ou d’autres orientations à l’intention des employés concernant la publication ou la présentation publique de leurs travaux techniques ou scientifiques.",Communication totale,65
Transports Canada,2014,02,A-2013-00910,"Documents sur les rôles et les responsabilités des employés AG, BI, CH, DS, EN ENG/SUR, FO, PC, RO/RCO, SE REM/RES, SG SRE, SP et VM..",Communication totale,12
Transports Canada,2014,02,A-2013-00915,Documentation du système de gestion de la sécurité de la Compagnie des chemins de fer nationaux du Canada et de Chemin de fer Canadien Pacifique Limitée.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00918,"Permis délivrés avec toutes les caractéristiques pour tous les quais et les éléments de remplissage au 83 et au 89 Walker Road, à Chester, en Nouvelle-Écosse.",Communication partielle,56
Transports Canada,2014,02,A-2013-00921,Notes d’information et notes de service sur les wagons porte-rails DOT-111 du 1er janvier 2006 au 14 janvier 2014.,Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00923,"Toutes réclamations, plaintes, poursuites ou permis de la compagnie Services ADR Inc. pour la période de 2004 au 30 janvier 2014.",Documents n'existent pas,0
Transports Canada,2014,02,A-2013-00936,Note d’information ou note de service adressée au ministre pour le dossier no PX 2013 414707.,Communication totale,2
Transports Canada,2014,02,A-2013-00941,Documents expliquant la procédure de mise en ligne des tweets sur les comptes de Transport Canada.,Communication totale,3
Transports Canada,2014,01,A-2012-01260,"Dossiers du sous-ministre : XM 2012 403289 amendes imposées aux conducteurs d’embarcation de plaisance, AHE2012 403509 groupes autochtones, XM 2012 403513 questions liées au service ferroviaire voyageurs à Sarnia, PX 2012 403567 éoliennes à proximité des aéroports, ACK2012 403625 Loi sur les transports au Canada",Communication partielle,6
Transports Canada,2014,01,A-2012-01297,Notes d’information à l’intention du Ministre (forme définitive) du : 13 janvier 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Documents n'existent pas,0
Transports Canada,2014,01,A-2012-01307,Notes d’information à l’intention du Ministre (forme définitive) du : 13 février 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Documents n'existent pas,0
Transports Canada,2014,01,A-2012-01309,Notes d’information à l’intention du Ministre (forme définitive) du : 14 février 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Documents n'existent pas,0
Transports Canada,2014,01,A-2012-01310,Notes d’information à l’intention du Ministre (forme définitive) du : 20 février 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Communication totale,6
Transports Canada,2014,01,A-2012-01316,Notes d’information à l’intention du Ministre (forme définitive) du : 1er mars 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Communication partielle,17
Transports Canada,2014,01,A-2012-01400,Notes d’information à l’intention du Ministre (forme définitive) du : 11 juillet 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Communication partielle,15
Transports Canada,2014,01,A-2012-01419,Notes d’information à l’intention du Ministre (forme définitive) du : 10 août 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Communication partielle,10
Transports Canada,2014,01,A-2012-01424,Notes d’information à l’intention du Ministre (forme définitive) du : 20 août 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques,Documents n'existent pas,0
Transports Canada,2014,01,A-2012-01426,Notes d’information à l’intention du Ministre (forme définitive) du : 24 août 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques,Documents n'existent pas,0
Transports Canada,2014,01,A-2012-01428,Notes d’information à l’intention du Ministre (forme définitive) du : 29 août 2012. Veuillez exclure les documents confidentiels du Cabinet et les conseils juridiques.,Documents n'existent pas,0
